time,imigration,emigration,netMigration,totalMigration,Births,Deaths,natGrowth,totalNatGrowth,totGrowth(migrationplusnatural),baseline,Canada,growthDif,percentofincreaseNATURAL,percentofincreaseMIGRATION,percentofincreaseNATURAL-comp,percentofincreaseMIGRATION-comp,Ontario
1999-06-01,69698,16507,53191,5923887,87875,51990,35885,14208517,89076,8788000,30314696,54579,0.402858233,0.597141767,0.597141767,0.402858233,11452857
1999-09-01,82777,27008,55769,5979656,87772,50205,37567,14246084,93336,8788000,30401286,86590,0.402492072,0.597507928,0.597507928,0.402492072,11504759
1999-12-01,29566,16892,12674,5992330,79712,56103,23609,14269693,36283,8788000,30492106,90820,0.650690406,0.349309594,0.349309594,0.650690406,11559464
2000-03-01,60153,13123,47030,6039360,82627,59012,23615,14293308,70645,8788000,30525872,33766,0.334277019,0.665722981,0.665722981,0.334277019,11576994
2000-06-01,75926,16630,59296,6098656,86801,51909,34892,14328200,94188,8788000,30594030,68158,0.370450588,0.629549412,0.629549412,0.370450588,11621255
2000-09-01,96793,28018,68775,6167431,83173,51192,31981,14360181,100756,8788000,30685730,91700,0.317410378,0.682589622,0.682589622,0.317410378,11683290
2000-12-01,40540,16888,23652,6191083,75281,55949,19332,14379513,42984,8788000,30783969,98239,0.449748744,0.550251256,0.550251256,0.449748744,11748348
2001-03-01,78547,12895,65652,6256735,81350,57986,23364,14402877,89016,8788000,30824441,40472,0.262469668,0.737530332,0.737530332,0.262469668,11771945
2001-06-01,94149,15528,78621,6335356,87303,53987,33316,14436193,111937,8788000,30910996,86555,0.297631704,0.702368296,0.702368296,0.297631704,11827345
2001-09-01,108844,32974,75870,6411226,86123,52159,33964,14470157,109834,8788000,31020902,109906,0.309230293,0.690769707,0.690769707,0.309230293,11897534
2001-12-01,38397,20067,18330,6429556,78968,55406,23562,14493719,41892,8788000,31129119,108217,0.56244629,0.43755371,0.43755371,0.56244629,11961789
2002-03-01,76474,11448,65026,6494582,79345,58799,20546,14514265,85572,8788000,31169393,40274,0.240101902,0.759898098,0.759898098,0.240101902,11980361
2002-06-01,91927,13218,78709,6573291,83719,54130,29589,14543854,108298,8788000,31253382,83989,0.273218342,0.726781658,0.726781658,0.273218342,12030408
2002-09-01,89278,29153,60125,6633416,86618,53441,33177,14577031,93302,8788000,31360079,106697,0.355587233,0.644412767,0.644412767,0.355587233,12094174
2002-12-01,27538,18898,8640,6642056,79120,57233,21887,14598918,30527,8788000,31451764,91685,0.716971861,0.283028139,0.283028139,0.716971861,12146053
2003-03-01,66971,16203,50768,6692824,79299,58390,20909,14619827,71677,8788000,31480672,28908,0.291711428,0.708288572,0.708288572,0.291711428,12156750
2003-06-01,81411,17195,64216,6757040,85486,54841,30645,14650472,94861,8788000,31550768,70096,0.323051623,0.676948377,0.676948377,0.323051623,12195501
2003-09-01,87481,27469,60012,6817052,88856,53411,35445,14685917,95457,8788000,31644028,93260,0.371319023,0.628680977,0.628680977,0.371319023,12245039
2003-12-01,39126,19706,19420,6836472,81561,59527,22034,14707951,41454,8788000,31737869,93841,0.531528924,0.468471076,0.468471076,0.531528924,12291669
2004-03-01,68106,18072,50034,6886506,81583,61052,20531,14728482,70565,8788000,31777704,39835,0.290951605,0.709048395,0.709048395,0.290951605,12305320
2004-06-01,85159,20497,64662,6951168,85762,54839,30923,14759405,95585,8788000,31846669,68965,0.323513104,0.676486896,0.676486896,0.323513104,12341656
2004-09-01,93477,27766,65711,7016879,87992,52781,35211,14794616,100922,8788000,31940655,93986,0.348893205,0.651106795,0.651106795,0.348893205,12391421
2004-12-01,34338,19781,14557,7031436,81735,57912,23823,14818439,38380,8788000,32039959,99304,0.620713913,0.379286087,0.379286087,0.620713913,12437664
2005-03-01,66403,17672,48731,7080167,81190,63115,18075,14836514,66806,8788000,32076720,36761,0.270559531,0.729440469,0.729440469,0.270559531,12446466
2005-06-01,91128,19973,71155,7151322,88353,56098,32255,14868769,103410,8788000,32141943,65223,0.311913741,0.688086259,0.688086259,0.311913741,12477967
2005-09-01,103274,28357,74917,7226239,90369,53452,36917,14905686,111834,8788000,32243753,101810,0.330105335,0.669894665,0.669894665,0.330105335,12528663
2005-12-01,38006,19846,18160,7244399,82264,57467,24797,14930483,42957,8788000,32353968,110215,0.57725167,0.42274833,0.42274833,0.57725167,12578931
2006-03-01,71317,19478,51839,7296238,83594,58858,24736,14955219,76575,8788000,32395309,41341,0.323029709,0.676970291,0.676970291,0.323029709,12587531
2006-06-01,92466,21289,71177,7367415,89855,55712,34143,14989362,105320,8788000,32470303,74994,0.324183441,0.675816559,0.675816559,0.324183441,12618444
2006-09-01,104158,27357,76801,7444216,94248,54206,40042,15029404,116843,8788000,32571174,100871,0.342699178,0.657300822,0.657300822,0.342699178,12661878
2006-12-01,36147,19469,16678,7460894,86920,59303,27617,15057021,44295,8788000,32680712,109538,0.623478948,0.376521052,0.376521052,0.623478948,12700994
2007-03-01,70434,17914,52520,7513414,86410,63469,22941,15079962,75461,8788000,32717701,36989,0.304011344,0.695988656,0.695988656,0.304011344,12702838
2007-06-01,94045,20295,73750,7587164,93338,56847,36491,15116453,110241,8788000,32786014,68313,0.331011148,0.668988852,0.668988852,0.331011148,12726728
2007-09-01,105738,27715,78023,7665187,97435,55038,42397,15158850,120420,8788000,32889025,103011,0.352076067,0.647923933,0.647923933,0.352076067,12764806
2007-12-01,43988,19024,24964,7690151,90681,59863,30818,15189668,55782,8788000,33002138,113113,0.552472124,0.447527876,0.447527876,0.552472124,12807208
2008-03-01,74781,17931,56850,7747001,90170,62884,27286,15216954,84136,8788000,33050613,48475,0.324308263,0.675691737,0.675691737,0.324308263,12814446
2008-06-01,110169,20013,90156,7837157,95409,58740,36669,15253623,126825,8788000,33127520,76907,0.289130692,0.710869308,0.710869308,0.289130692,12840272
2008-09-01,115803,27992,87811,7924968,100441,55646,44795,15298418,132606,8788000,33247118,119598,0.337805228,0.662194772,0.662194772,0.337805228,12883583
2008-12-01,50651,19230,31421,7956389,91866,61347,30519,15328937,61940,8788000,33372418,125300,0.49271876,0.50728124,0.50728124,0.49271876,12927148
2009-03-01,79986,16399,63587,8019976,90410,62624,27786,15356723,91373,8788000,33427050,54632,0.304094207,0.695905793,0.695905793,0.304094207,12932234
2009-06-01,102804,16439,86365,8106341,96573,58091,38482,15395205,124847,8788000,33511275,84225,0.308233278,0.691766722,0.691766722,0.308233278,12956332
2009-09-01,114018,23828,90190,8196531,101200,55899,45301,15440506,135491,8788000,33628895,117620,0.334346931,0.665653069,0.665653069,0.334346931,12998345
2009-12-01,44685,17804,26881,8223412,92680,61804,30876,15471382,57757,8788000,33757077,128182,0.534584553,0.465415447,0.465415447,0.534584553,13047485
2010-03-01,76240,16578,59662,8283074,90371,61177,29194,15500576,88856,8788000,33807529,50452,0.328554065,0.671445935,0.671445935,0.328554065,13058435
2010-06-01,104377,18360,86017,8369091,95122,58258,36864,15537440,122881,8788000,33889236,81707,0.299997559,0.700002441,0.700002441,0.299997559,13088106
2010-09-01,118197,25131,93066,8462157,98763,57728,41035,15578475,134101,8788000,34004889,115653,0.306000701,0.693999299,0.693999299,0.306000701,13135778
2010-12-01,29785,18108,11677,8473834,92957,62912,30045,15608520,41722,8788000,34131683,126794,0.720123676,0.279876324,0.279876324,0.720123676,13189339
2011-03-01,65329,18132,47197,8521031,89553,65321,24232,15632752,71429,8788000,34166099,34416,0.339245965,0.660754035,0.660754035,0.339245965,13198650
2011-06-01,97658,18617,79041,8600072,95678,59534,36144,15668896,115185,8788000,34230378,64279,0.313790858,0.686209142,0.686209142,0.313790858,13221999
2011-09-01,110838,30083,80755,8680827,100674,57204,43470,15712366,124225,8788000,34339328,108950,0.349929563,0.650070437,0.650070437,0.349929563,13261381
2011-12-01,55008,21375,33633,8714460,91731,61452,30279,15742645,63912,8788000,34457998,118670,0.473760796,0.526239204,0.526239204,0.473760796,13308659
2012-03-01,75153,20334,54819,8769279,91145,64044,27101,15769746,81920,8788000,34516352,58354,0.330822754,0.669177246,0.669177246,0.330822754,13323332
2012-06-01,111621,20264,91357,8860636,95290,59710,35580,15805326,126937,8788000,34592779,76427,0.280296525,0.719703475,0.719703475,0.280296525,13348263
2012-09-01,112513,28008,84505,8945141,101178,58342,42836,15848162,127341,8788000,34714222,121443,0.336388123,0.663611877,0.663611877,0.336388123,13390632
2012-12-01,42488,19579,22909,8968050,94256,64500,29756,15877918,52665,8788000,34836008,121786,0.565005222,0.434994778,0.434994778,0.565005222,13434943
2013-03-01,78514,20685,57829,9025879,90860,68158,22702,15900620,80531,8788000,34883119,47111,0.281903863,0.718096137,0.718096137,0.281903863,13444704
2013-06-01,116101,20524,95577,9121456,95313,60656,34657,15935277,130234,8788000,34958216,75097,0.266113304,0.733886696,0.733886696,0.266113304,13467829
2013-09-01,120029,27399,92630,9214086,100839,59003,41836,15977113,134466,8788000,35082954,124738,0.311126976,0.688873024,0.688873024,0.311126976,13510781
2013-12-01,35245,20709,14536,9228622,93311,64521,28790,16005903,43326,8788000,35211866,128912,0.664497069,0.335502931,0.335502931,0.664497069,13558528
2014-03-01,75892,21086,54806,9283428,91423,66901,24522,16030425,79328,8788000,35249639,37773,0.309121622,0.690878378,0.690878378,0.309121622,13562583
2014-06-01,106514,21196,85318,9368746,96708,62627,34081,16064506,119399,8788000,35323533,73894,0.285437901,0.714562099,0.714562099,0.285437901,13582747
2014-09-01,115078,29509,85569,9454315,102468,60871,41597,16106103,127166,8788000,35437435,113902,0.327107875,0.672892125,0.672892125,0.327107875,13617553
2014-12-01,16786,20169,-3383,9450932,93501,68422,25079,16131182,21696,8788000,35559047,121612,1.15592736,-0.15592736,-0.15592736,1.15592736,13661314
2015-03-01,45369,21358,24011,9474943,90662,73157,17505,16148687,41516,8788000,35575187,16140,0.421644667,0.578355333,0.578355333,0.421644667,13657737
2015-06-01,85623,21466,64157,9539100,96684,63711,32973,16181660,97130,8788000,35611271,36084,0.339472871,0.660527129,0.660527129,0.339472871,13669860
2015-09-01,116198,31441,84757,9623857,101749,60963,40786,16222446,125543,8788000,35702908,91637,0.324876735,0.675123265,0.675123265,0.324876735,13707118
2015-12-01,48739,21737,27002,9650859,93297,66502,26795,16249241,53797,8788000,35822894,119986,0.498076101,0.501923899,0.501923899,0.498076101,13757688
2016-03-01,104053,21413,82640,9733499,91963,69942,22021,16271262,104661,8788000,35871136,48242,0.210403111,0.789596889,0.789596889,0.210403111,13773629
2016-06-01,129614,19966,109648,9843147,96570,64680,31890,16303152,141538,8788000,35970303,99167,0.225310517,0.774689483,0.774689483,0.225310517,13816545
2016-09-01,138192,28608,109584,9952731,102523,62868,39655,16342807,149239,8788000,36109487,139184,0.265714726,0.734285274,0.734285274,0.265714726,13875394
2016-12-01,52410,19360,33050,9985781,92046,69723,22323,16365130,55373,8788000,36258726,149239,0.403138714,0.596861286,0.596861286,0.403138714,13946431
2017-03-01,88804,19646,69158,10054939,90063,75307,14756,16379886,83914,8788000,36314099,55373,0.1758467,0.8241533,0.8241533,0.1758467,13971785
2017-06-01,136300,17986,118314,10173253,95274,66365,28909,16408795,147223,8788000,36398013,83914,0.196361981,0.803638019,0.803638019,0.196361981,14006386
2017-09-01,164982,24313,140669,10313922,100269,64951,35318,16444113,175987,8788000,36545236,147223,0.200685278,0.799314722,0.799314722,0.200685278,14070141
2017-12-01,73873,16923,56950,10370872,92161,71926,20235,16464348,77185,8788000,36721223,175987,0.262162337,0.737837663,0.737837663,0.262162337,14150783
2018-03-01,107907,18824,89083,10459955,89315,78375,10940,16475288,100023,8788000,36798408,77185,0.109374844,0.890625156,0.890625156,0.109374844,14186830
2018-06-01,157970,17814,140156,10600111,95005,68508,26497,16501785,166653,8788000,36898431,100023,0.158995038,0.841004962,0.841004962,0.158995038,14235643
2018-09-01,176052,23764,152288,10752399,99209,66196,33013,16534798,185301,8788000,37065084,166653,0.178158779,0.821841221,0.821841221,0.178158779,14308697
2018-12-01,73693,17292,56401,10808800,90933,72484,18449,16553247,74850,8788000,37250385,185301,0.246479626,0.753520374,0.753520374,0.246479626,14392903
2019-03-01,101573,17561,84012,10892812,88408,74709,13699,16566946,97711,8788000,37325235,74850,0.140199159,0.859800841,0.859800841,0.140199159,14426822
2019-06-01,169875,16407,153468,11046280,94318,69502,24816,16591762,178284,8788000,37422946,97711,0.139193646,0.860806354,0.860806354,0.139193646,14467552
2019-09-01,198934,23027,175907,11222187,99934,67033,32901,16624663,208808,8788000,37601230,178284,0.157565802,0.842434198,0.842434198,0.157565802,14544701
2019-12-01,97906,15233,82673,11304860,90541,74251,16290,16640953,98963,8788000,37810038,208808,0.164606974,0.835393026,0.835393026,0.164606974,14636131
2020-03-01,81746,16417,65329,11370189,88700,76848,11852,16652805,77181,8788000,37909001,98963,0.15356111,0.84643889,0.84643889,0.15356111,14686092
2020-06-01,13041,5267,7774,11377963,91884,78674,13210,16666015,20984,8788000,37986182,77181,0.629527259,0.370472741,0.370472741,0.629527259,14718133
2020-09-01,12597,11892,705,11378668,94972,70601,24371,16690386,25076,8788000,38007166,20984,0.971885468,0.028114532,0.028114532,0.971885468,14726022
2020-12-01,43655,11319,32336,11411004,85406,81340,4066,16694452,36402,8788000,38007048,-118,0.111697159,0.888302841,0.888302841,0.111697159,14721852
2021-03-01,90440,16076,74364,11485368,86683,80124,6559,16701011,80923,8788000,38043450,36402,0.081052358,0.918947642,0.918947642,0.081052358,14740102
2021-06-01,97366,15393,81973,11567341,94552,74400,20152,16721163,102125,8788000,38124373,80923,0.197326805,0.802673195,0.802673195,0.197326805,14773618
2021-09-01,198633,23000,175633,11742974,99084,74742,24342,16745505,199975,8788000,38226498,102125,0.121725216,0.878274784,0.878274784,0.121725216,14809257
2021-12-01,105607,22668,82939,11825913,89402,82676,6726,16752231,89665,8788000,38426473,199975,0.075012547,0.924987453,0.924987453,0.075012547,14901607
2022-03-01,148070,18114,129956,11955869,86743,87917,-1174,16751057,128782,8788000,38516138,89665,-0.009116181,1.009116181,1.009116181,-0.009116181,14940912
2022-06-01,286238,16933,269305,12225174,93563,77886,15677,16766734,284982,8788000,38644920,128782,0.055010492,0.944989508,0.944989508,0.055010492,14996014
2022-09-01,365625,24959,340666,12565840,98438,76651,21787,16788521,362453,8788000,38929902,284982,0.060109863,0.939890137,0.939890137,0.060109863,15109416
2022-12-01,285792,18162,267630,12833470,90292,84029,6263,16794784,273893,8788000,39292355,362453,0.022866594,0.977133406,0.977133406,0.022866594,15262660
